TimeStamp_round,time,ScaleID,site,Hive,Weight,wt_recon,wt_recon_norm
2018-05-04T05:00:00Z,1525410000,shump.1,shump,1,40.459999999999994,-0.7400000000000073,-1.2971997116383227
2018-05-04T05:00:00Z,1525410000,shump.2,shump,2,42.29,3.8100000000000014,-1.6252547667505868
2018-05-04T05:00:00Z,1525410000,shump.3,shump,3,51.51,19.450000000000006,-2.7375158961419674
2018-05-04T05:00:00Z,1525410000,sofitel.1,sofitel,1,52.95,10.310000000000011,-2.789283745711953
2018-05-04T05:00:00Z,1525410000,sofitel.2,sofitel,2,39.38,6.570000000000006,-1.9969664206958124
2018-05-04T05:00:00Z,1525410000,sofitel.3,sofitel,3,49.19,2.649999999999996,-2.262896206583549
2018-05-04T05:00:00Z,1525410000,sofitel.3,sofitel,3,49.31,2.7700000000000005,-2.2548069653278815
2018-05-04T05:00:00Z,1525410000,westphilly.1,westphilly,1,43.83,2.9400000000000004,-1.9996527987316393
2018-05-04T05:00:00Z,1525410000,westphilly.2,westphilly,2,48.75,4.439999999999998,-2.5077756075848123
2018-05-05T05:00:00Z,1525496400,chestnuthill.1,chestnuthill,1,51.46000000000001,2.9700000000000113,-2.73296033262161
2018-05-05T05:00:00Z,1525496400,chestnuthill.2,chestnuthill,2,45.47,5.119999999999999,-2.5120134321941525
2018-05-05T05:00:00Z,1525496400,chestnuthill.3,chestnuthill,3,48.6,10.190000000000003,-2.3187266118828203
2018-05-05T05:00:00Z,1525496400,greensgrow.1,greensgrow,1,34.7,4.74,-2.0119778877521437
2018-05-05T05:00:00Z,1525496400,greensgrow.2,greensgrow,2,29.72,-2.170000000000001,-1.1658738022616826
2018-05-05T05:00:00Z,1525496400,greensgrow.3,greensgrow,3,38.57,5.469999999999999,-0.27282693144602893
2018-05-05T05:00:00Z,1525496400,milt.1,milt,1,52.010000000000005,6.050000000000006,-2.5918808648887457
2018-05-05T05:00:00Z,1525496400,milt.2,milt,2,44.31,1.390000000000002,-2.0831563376844846
2018-05-05T05:00:00Z,1525496400,milt.3,milt,3,42.7,7.440000000000008,-2.0383385496213444
2018-05-05T05:00:00Z,1525496400,mtmoriah.1,mtmoriah,1,39.66,3.3399999999999976,-2.384499728869109
2018-05-05T05:00:00Z,1525496400,mtmoriah.2,mtmoriah,2,49.650000000000006,6.7000000000000135,-2.3312641793714053
2018-05-05T05:00:00Z,1525496400,mtmoriah.3,mtmoriah,3,48.22,2.87,-2.013993609602073
2018-05-05T05:00:00Z,1525496400,oldcity.1,oldcity,1,44.07,0.5500000000000043,-2.5411735798570896
2018-05-05T05:00:00Z,1525496400,oldcity.2,oldcity,2,52.269999999999996,-2.310000000000002,-1.8555702401708691
2018-05-05T05:00:00Z,1525496400,oldcity.3,oldcity,3,45.53,3.42,-2.0747384358473417
2018-05-05T05:00:00Z,1525496400,paradiso.1,paradiso,1,47.9,8.530000000000003,-1.869017922582513
2018-05-05T05:00:00Z,1525496400,paradiso.2,paradiso,2,39.5,1.170000000000002,-1.7821075419543575
2018-05-05T05:00:00Z,1525496400,rodeph.1,rodeph,1,57.86,12.160000000000009,-2.129725017965423
2018-05-05T05:00:00Z,1525496400,rodeph.2,rodeph,2,40.61,0.0799999999999999,-2.252997858244399
2018-05-05T05:00:00Z,1525496400,share.1,share,1,31.770000000000003,-6.1199999999999974,-1.9300045984533567
2018-05-05T05:00:00Z,1525496400,share.2,share,2,35.32,7.75,-2.386075575735991
2018-05-05T05:00:00Z,1525496400,share.3,share,3,36.56,10.36,-1.2494898283346314
2018-05-05T05:00:00Z,1525496400,shump.1,shump,1,40.150000000000006,-1.0499999999999954,-1.3434875503295298
2018-05-05T05:00:00Z,1525496400,shump.2,shump,2,43.08,4.6000000000000005,-1.4971114566819603
2018-05-05T05:00:00Z,1525496400,shump.3,shump,3,54.09,22.030000000000012,-2.5598616899572244
2018-05-05T05:00:00Z,1525496400,sofitel.1,sofitel,1,55.43,12.790000000000008,-2.5299810686683433
2018-05-05T05:00:00Z,1525496400,sofitel.2,sofitel,2,39.14,6.330000000000004,-2.0185286948886403
2018-05-05T05:00:00Z,1525496400,sofitel.3,sofitel,3,50.620000000000005,4.080000000000003,-2.166499414953511
2018-05-05T05:00:00Z,1525496400,westphilly.1,westphilly,1,43.66,3.4800000000000066,-1.9509683416971062
2018-05-05T05:00:00Z,1525496400,westphilly.2,westphilly,2,49.5,5.189999999999998,-2.4553494607629887
2018-05-06T05:00:00Z,1525582800,chestnuthill.1,chestnuthill,1,52.28,3.7900000000000045,-2.6369037655090475
2018-05-06T05:00:00Z,1525582800,chestnuthill.2,chestnuthill,2,46.480000000000004,6.130000000000004,-2.3299435072561088
2018-05-06T05:00:00Z,1525582800,chestnuthill.2,chestnuthill,2,46.480000000000004,6.130000000000004,-2.3299435072561088
2018-05-06T05:00:00Z,1525582800,chestnuthill.3,chestnuthill,3,49.46,11.050000000000002,-2.2304684045307726
2018-05-06T05:00:00Z,1525582800,greensgrow.1,greensgrow,1,44.47,5.059999999999993,-1.9983171518161464
2018-05-06T05:00:00Z,1525582800,greensgrow.2,greensgrow,2,38.47,-3.749999999999999,-1.3496497707122546
2018-05-06T05:00:00Z,1525582800,greensgrow.3,greensgrow,3,47.45,5.710000000000001,-0.20085328518788065
2018-05-06T05:00:00Z,1525582800,milt.1,milt,1,52.05,6.089999999999998,-2.589309611445454
2018-05-06T05:00:00Z,1525582800,milt.2,milt,2,44.81999999999999,1.8999999999999928,-2.0062021317136285
2018-05-06T05:00:00Z,1525582800,milt.3,milt,3,42.519999999999996,7.260000000000002,-2.0640755106750768
2018-05-06T05:00:00Z,1525582800,mtmoriah.1,mtmoriah,1,40.09,3.7700000000000045,-2.3583292675433762
2018-05-06T05:00:00Z,1525582800,mtmoriah.2,mtmoriah,2,50.25,7.300000000000008,-2.2945166471222294
2018-05-06T05:00:00Z,1525582800,mtmoriah.3,mtmoriah,3,47.35,2.0000000000000027,-2.0550837266718855
2018-05-06T05:00:00Z,1525582800,oldcity.1,oldcity,1,44.739999999999995,1.2199999999999989,-2.431612891412991
2018-05-06T05:00:00Z,1525582800,oldcity.2,oldcity,2,49.81,-4.769999999999996,-2.0540217939987833
2018-05-06T05:00:00Z,1525582800,oldcity.3,oldcity,3,45.870000000000005,3.7600000000000033,-2.0580299136399276
2018-05-06T05:00:00Z,1525582800,paradiso.1,paradiso,1,48.03,8.660000000000005,-1.8463738437535662
2018-05-06T05:00:00Z,1525582800,paradiso.2,paradiso,2,40.22,1.8900000000000008,-1.657666795025606
2018-05-06T05:00:00Z,1525582800,rodeph.1,rodeph,1,57.17,11.470000000000011,-2.2124194778310255
2018-05-06T05:00:00Z,1525582800,rodeph.2,rodeph,2,40.65,0.36999999999999905,-2.231379911457533
2018-05-06T05:00:00Z,1525582800,share.1,share,1,31.48,-6.41,-1.9497618856864656
2018-05-06T05:00:00Z,1525582800,share.2,share,2,35.54,7.969999999999999,-2.3590462452863785
2018-05-06T05:00:00Z,1525582800,share.3,share,3,37.33,11.129999999999995,-0.8201039627969358
2018-05-06T05:00:00Z,1525582800,shump.1,shump,1,37.54,-3.660000000000002,-1.7332012889877724
2018-05-06T05:00:00Z,1525582800,shump.2,shump,2,42.879999999999995,4.399999999999998,-1.529552801003132
2018-05-06T05:00:00Z,1525582800,shump.3,shump,3,55.92,23.86000000000001,-2.43385114836107
2018-05-06T05:00:00Z,1525582800,sofitel.1,sofitel,1,54.92,12.28000000000001,-2.5833054095119885
2018-05-06T05:00:00Z,1525582800,sofitel.2,sofitel,2,39.019999999999996,6.209999999999999,-2.0293098319850547
2018-05-06T05:00:00Z,1525582800,sofitel.3,sofitel,3,50.08,3.5399999999999965,-2.2029010006040153
2018-05-06T05:00:00Z,1525582800,westphilly.1,westphilly,1,43.879999999999995,3.7000000000000055,-1.93113393327563
2018-05-06T05:00:00Z,1525582800,westphilly.2,westphilly,2,49.879999999999995,5.569999999999993,-2.4287868797065983
2018-05-07T05:00:00Z,1525669200,chestnuthill.1,chestnuthill,1,52.72,4.230000000000002,-2.585361217302306
2018-05-07T05:00:00Z,1525669200,chestnuthill.2,chestnuthill,2,44.97,1.9899999999999969,-3.0762499322496715
2018-05-07T05:00:00Z,1525669200,chestnuthill.3,chestnuthill,3,49.67,11.260000000000003,-2.2089169818052725
